Rapport_Collecte,Rapport_clean,Contamination,Etat_materiau
"Déchet de type papier identifié sans localisation enregistrée. Volume estimé 36.8 L, poids 14.8 kg. Texture souple, très opaque.",papier identifié sans localisation enregistrée 36 14 8kg texture souple très opaque,0,Inconnu
"Lot de papier récupéré via la collecte citoyenne. Poids léger de 13.5 kg, volume non mesuré. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré via citoyenne léger 13 5kg mesuré souple conducteur aspect très opaque bon état général,0,Inconnu
"Déchet en verre collecté depuis l'Usine B. Poids lourd : 123.7 kg, volume 259.8 L. Très rigide, non conducteur, aspect légèrement translucide.",verre depuis lourd 123 7kg 259 très rigide conducteur aspect légèrement translucide,0,Moyen
"Emballages plastiques récupérés depuis l'Usine B. Masse 37.0 kg, volume 103.9 L. rigide, non conducteur.",emballages plastique récupérés depuis 37 0kg 103 rigide conducteur,0,Inconnu
"Lot de papier récupéré via la collecte citoyenne. Poids léger de 12.7 kg, volume petit. Matériau souple, non conducteur, aspect indéterminée. Bon état général.",papier récupéré via citoyenne léger 12 7kg petit souple conducteur aspect indéterminée bon état général,0,Inconnu
"Déchets en verre identifiés provenant de l'Usine A. Poids 199.5 kg, volume 376.3 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés provenant 199 5kg 376 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Déchet en verre collecté depuis le Centre de Tri. Poids lourd : 198.0 kg, volume 409.3 L. Très rigide, non conducteur, aspect légèrement translucide.",verre depuis centre tri lourd 198 0kg 409 très rigide conducteur aspect légèrement translucide,0,Moyen
"Déchets plastiques divers via la collecte citoyenne. Poids estimé 13.4 kg. Opacité semi-opaque, souplesse variable. Matériau mélangé à d'autres déchets.",déchets plastique diver via citoyenne 13 4kg opacité semi opaque souplesse variable mélangé autres déchets,0,Inconnu
"Lot de déchets non identifiés issu de la collecte citoyenne. Masse 80.1 kg. Comportement physique atypique, classification incertaine. Traces d'humidité détectées.",déchets identifiés citoyenne 80 1kg comportement physique atypique classification incertaine trace humidité détectées,1,Inconnu
"Déchet de type papier identifié lors d'une collecte citoyenne. Volume estimé 71.3 L, poids 20.4 kg. Texture souple, très opaque.",papier identifié lors citoyenne 71 20 4kg texture souple très opaque,0,Inconnu
"Lot plastique via la collecte citoyenne. Volume 69.5 L, poids 45.8 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique via citoyenne 69 45 8kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Verre recyclable à l'Usine B. Poids 190.7 kg, volume 385.7 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable 190 7kg 385 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Verre recyclable depuis l'Usine B. Poids 224.1 kg, volume 441.0 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable depuis 224 1kg 441 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Plastique de tri sélectif au Centre de Tri. Masse 19.7 kg. Matériau semi-rigide, faible conductivité. Odeur inhabituelle signalée par l'agent.",plastique tri sélectif centre tri 19 7kg semi rigide faible conductivité odeur inhabituelle signalée agent,0,Inconnu
"Feuilles et cartons collectés depuis le Centre de Tri. Masse totale 11.0 kg. Matériau léger, souple et opaque. Conditionnement non conforme au protocole.",feuilles carton depuis centre tri totale 11 0kg léger souple opaque conditionnement conforme protocole,0,Inconnu
"Déchet métallique détecté via la collecte citoyenne. Poids 65.8 kg, volume non mesuré L. Conductivité élevée (0.972), rigidité importante. Volume surestimé, vérification recommandée.",métallique détecté via citoyenne 65 8kg mesuré conductivité élevée 0 972 rigidité importante surestimé vérification recommandée,0,Inconnu
"Métal de récupération lors d'une collecte citoyenne. Masse non mesuré kg. Forte conductivité (0.838), rigidité élevée. Bonne valeur marchande.",métal récupération lors citoyenne mesuré forte conductivité 0 838 rigidité élevée bonne valeur marchande,0,Inconnu
"Verre recyclable lors d'une collecte citoyenne. Poids 148.8 kg, volume 302.4 L. Rigidité de rigidité non mesurée, faible conductivité. Surface lisse.",verre recyclable lors citoyenne 148 8kg 302 rigidité rigidité mesurée faible conductivité surface lisse,0,Inconnu
"Déchet de type papier identifié au centre de tri municipal. Volume estimé 53.0 L, poids 20.5 kg. Texture souple, très opaque.",papier identifié centre tri municipal 53 20 5kg texture souple très opaque,0,Inconnu
"Déchets métalliques triés lors d'une collecte citoyenne. Poids 43.6 kg. Conductivité mesurée : 0.988. Matériau dense et résistant. État dégradé, recyclage partiel possible.",déchets métalliques triés lors citoyenne 43 6kg conductivité mesurée 0 988 dense résistant état dégradé recyclage partiel possible,0,Inconnu
"Collecte de déchets papier provenant de l'Usine A. Masse 15.8 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier provenant 15 8kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Collecte de déchets papier au Centre de Tri. Masse 9.9 kg. Matériau semi-rigide, sans conductivité électrique. Surface indéterminée.",déchets papier centre tri 9 9kg semi rigide sans conductivité électrique surface indéterminée,0,Inconnu
"Verre recyclable en provenance de l'Usine A. Poids 205.4 kg, volume 386.2 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable 205 4kg 386 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Déchet métallique détecté via la collecte citoyenne. Poids 71.1 kg, volume 158.5 L. Conductivité élevée (0.830), rigidité importante. Volume surestimé, vérification recommandée.",métallique détecté via citoyenne 71 1kg 158 conductivité élevée 0 830 rigidité importante surestimé vérification recommandée,0,Inconnu
"Lot plastique depuis l'Usine B. Volume 35.7 L, poids 33.5 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique depuis 35 33 5kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
Lot de verre trié à l'Usine A. Masse 169.3 kg. Matériau lourd et extrêmement rigide. Aspect indéterminée. Lot conforme aux standards de tri.,verre trié 169 3kg lourd extrêmement rigide aspect indéterminée conforme standard tri,0,Inconnu
"Lot métallique depuis le Centre de Tri. Poids 65.0 kg, volume 136.4 L. Conducteur, très rigide. Aspect indéterminée. État dégradé, recyclage partiel possible.",métallique depuis centre tri 65 0kg 136 conducteur très rigide aspect indéterminée état dégradé recyclage partiel possible,0,Inconnu
"Lot métallique en provenance de l'Usine A. Poids 96.7 kg, volume 170.0 L. Conducteur, très rigide. Aspect très opaque. Lot conforme aux standards de tri.",métallique 96 7kg 170 conducteur très rigide aspect très opaque conforme standard tri,0,Inconnu
"Déchet métallique détecté au Centre de Tri. Poids 78.2 kg, volume 144.5 L. Conductivité élevée (0.913), rigidité importante. État dégradé, recyclage partiel possible.",métallique détecté centre tri 78 2kg 144 conductivité élevée 0 913 rigidité importante état dégradé recyclage partiel possible,0,Inconnu
Déchets métalliques triés lors d'une collecte citoyenne. Poids non mesuré kg. Conductivité mesurée : 0.803. Matériau dense et résistant. Odeur inhabituelle signalée par l'agent.,déchets métalliques triés lors citoyenne mesuré conductivité mesurée 0 803 dense résistant odeur inhabituelle signalée agent,0,Inconnu
"Lot métallique à l'Usine A. Poids 69.3 kg, volume 165.2 L. Conducteur, très rigide. Aspect très opaque. Poids anormalement élevé pour cette catégorie.",métallique 69 3kg 165 conducteur très rigide aspect très opaque anormalement élevé cette catégorie,0,Inconnu
"Déchet de type papier identifié à l'Usine B. Volume estimé non mesuré L, poids 15.2 kg. Texture souple, très opaque.",papier identifié mesuré 15 2kg texture souple très opaque,0,Inconnu
"Déchet en verre collecté provenant de l'Usine A. Poids lourd : 240.4 kg, volume 501.2 L. Très rigide, non conducteur, aspect légèrement translucide.",verre provenant lourd 240 4kg 501 très rigide conducteur aspect légèrement translucide,0,Moyen
"Papier usagé depuis l'Usine B. Poids relevé : non mesuré kg. Faible rigidité, non conducteur. Étiquetage absent sur le conteneur.",papier usagé depuis relevé mesuré faible rigidité conducteur étiquetage absent conteneur,0,Inconnu
"Emballages plastiques récupérés au Centre de Tri. Masse 26.5 kg, volume non mesuré L. rigide, non conducteur.",emballages plastique récupérés centre tri 26 5kg mesuré rigide conducteur,0,Inconnu
"Déchet métallique détecté lors d'une collecte citoyenne. Poids 84.8 kg, volume 207.0 L. Conductivité élevée (0.974), rigidité importante. Légère contamination observée.",métallique détecté lors citoyenne 84 8kg 207 conductivité élevée 0 974 rigidité importante légère contamination observée,1,Inconnu
"Verre recyclable lors d'une collecte citoyenne. Poids non mesuré kg, volume 358.8 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable lors citoyenne mesuré 358 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Lot métallique à l'Usine B. Poids 22.2 kg, volume 17.3 L. Conducteur, très rigide. Aspect très opaque. Poids anormalement élevé pour cette catégorie.",métallique 22 2kg 17 conducteur très rigide aspect très opaque anormalement élevé cette catégorie,0,Inconnu
"Bris de verre ou contenants depuis le Centre de Tri. Masse 198.8 kg. Matériau dense, rigidité élevée, transparence partielle. État dégradé, recyclage partiel possible.",bris verre contenants depuis centre tri 198 8kg dense rigidité élevée transparence partielle état dégradé recyclage partiel possible,0,Moyen
"Papier usagé issu de la collecte citoyenne. Poids relevé : non mesuré kg. Faible rigidité, non conducteur. Traces d'humidité détectées.",papier usagé citoyenne relevé mesuré faible rigidité conducteur trace humidité détectées,1,Inconnu
"Bris de verre ou contenants au centre de tri municipal. Masse 186.1 kg. Matériau dense, rigidité élevée, transparence partielle. Traces d'humidité détectées.",bris verre contenants centre tri municipal 186 1kg dense rigidité élevée transparence partielle trace humidité détectées,1,Moyen
"Plastique de tri sélectif en provenance de l'Usine B. Masse 40.1 kg. Matériau rigide, faible conductivité. Étiquetage absent sur le conteneur.",plastique tri sélectif 40 1kg rigide faible conductivité étiquetage absent conteneur,0,Inconnu
"Déchet non catégorisé collecté à l'Usine B. Poids 37.5 kg, volume 87.0 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",catégorisé 37 5kg 87 caractéristiques ambiguës nécessite analyse complémentaire,0,Inconnu
"Déchet en verre collecté à l'Usine A. Poids lourd : 239.6 kg, volume 468.6 L. Très rigide, non conducteur, aspect légèrement translucide.",verre lourd 239 6kg 468 très rigide conducteur aspect légèrement translucide,0,Moyen
"Déchets en verre identifiés issu de la collecte citoyenne. Poids 185.1 kg, volume 362.1 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés citoyenne 185 1kg 362 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Verre recyclable via la collecte citoyenne. Poids 205.4 kg, volume 420.8 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable via citoyenne 205 4kg 420 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Bris de verre ou contenants à l'Usine A. Masse 187.3 kg. Matériau dense, rigidité élevée, transparence partielle. Acheminement prioritaire demandé.",bris verre contenants 187 3kg dense rigidité élevée transparence partielle acheminement prioritaire demandé,0,Moyen
"Lot plastique depuis l'Usine B. Volume 41.8 L, poids 32.4 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique depuis 41 32 4kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Lot métallique en provenance de l'Usine B. Poids 86.3 kg, volume 204.1 L. Conducteur, très rigide. Aspect indéterminée. Acheminement prioritaire demandé.",métallique 86 3kg 204 conducteur très rigide aspect indéterminée acheminement prioritaire demandé,0,Inconnu
"Déchet en verre collecté en provenance de l'Usine B. Poids lourd : non mesuré kg, volume 340.8 L. Très rigide, non conducteur, aspect légèrement translucide.",verre lourd mesuré 340 très rigide conducteur aspect légèrement translucide,0,Moyen
"Verre recyclable à l'Usine B. Poids 207.9 kg, volume 421.1 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable 207 9kg 421 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Emballages plastiques récupérés depuis le Centre de Tri. Masse 304.2 kg, volume 112.1 L. rigide, non conducteur.",emballages plastique récupérés depuis centre tri 304 2kg 112 rigide conducteur,0,Inconnu
"Emballages plastiques récupérés via la collecte citoyenne. Masse 21.0 kg, volume 62.0 L. rigide, non conducteur.",emballages plastique récupérés via citoyenne 21 0kg 62 rigide conducteur,0,Inconnu
"Collecte de déchets papier issu de la collecte citoyenne. Masse 12.0 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier citoyenne 12 0kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Verre recyclable en provenance de l'Usine B. Poids 188.7 kg, volume 378.8 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable 188 7kg 378 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Lot de papier récupéré en provenance de l'Usine B. Poids léger de 12.8 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré léger 12 8kg petit souple conducteur aspect très opaque bon état général,0,Inconnu
"Lot plastique à l'Usine B. Volume -5.3 L, poids 9.8 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique 5 9 8kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Lot plastique lors d'une collecte citoyenne. Volume 43.1 L, poids 23.3 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique lors citoyenne 43 23 3kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Lot métallique issu de la collecte citoyenne. Poids 49.8 kg, volume 98.9 L. Conducteur, très rigide. Aspect très opaque. Étiquetage absent sur le conteneur.",métallique citoyenne 49 8kg 98 conducteur très rigide aspect très opaque étiquetage absent conteneur,0,Inconnu
"Verre recyclable depuis l'Usine B. Poids 172.3 kg, volume 339.8 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable depuis 172 3kg 339 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Feuilles et cartons collectés au Centre de Tri. Masse totale 17.7 kg. Matériau léger, souple et opaque. Traces d'humidité détectées.",feuilles carton centre tri totale 17 7kg léger souple opaque trace humidité détectées,1,Inconnu
"Lot plastique à l'Usine A. Volume 43.2 L, poids 25.1 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique 43 25 1kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Plastique de tri sélectif en provenance de l'Usine A. Masse 16.5 kg. Matériau semi-rigide, faible conductivité. Aucune anomalie signalée.",plastique tri sélectif 16 5kg semi rigide faible conductivité aucune anomalie signalée,0,Inconnu
"Lot de papier récupéré en provenance de l'Usine A. Poids léger de 13.1 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré léger 13 1kg petit souple conducteur aspect très opaque bon état général,0,Inconnu
"Lot métallique lors d'une collecte citoyenne. Poids 59.5 kg, volume 102.1 L. Conducteur, très rigide. Aspect très opaque. Acheminement prioritaire demandé.",métallique lors citoyenne 59 5kg 102 conducteur très rigide aspect très opaque acheminement prioritaire demandé,0,Inconnu
"Emballages plastiques récupérés lors d'une collecte citoyenne. Masse 19.3 kg, volume 45.9 L. semi-rigide, non conducteur.",emballages plastique récupérés lors citoyenne 19 3kg 45 semi rigide conducteur,0,Inconnu
"Verre recyclable à l'Usine A. Poids 145.0 kg, volume 290.4 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable 145 0kg 290 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Emballages plastiques récupérés à l'Usine A. Masse 28.4 kg, volume 77.5 L. semi-rigide, non conducteur.",emballages plastique récupérés 28 4kg 77 semi rigide conducteur,0,Inconnu
"Bris de verre ou contenants depuis le Centre de Tri. Masse 144.4 kg. Matériau dense, rigidité élevée, transparence partielle. Étiquetage absent sur le conteneur.",bris verre contenants depuis centre tri 144 4kg dense rigidité élevée transparence partielle étiquetage absent conteneur,0,Moyen
"Lot de papier récupéré via la collecte citoyenne. Poids léger de 20.6 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré via citoyenne léger 20 6kg moyen souple conducteur aspect très opaque bon état général,0,Moyen
"Déchets en verre identifiés lors d'une collecte citoyenne. Poids 185.2 kg, volume 349.7 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés lors citoyenne 185 2kg 349 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Feuilles et cartons collectés en provenance de l'Usine A. Masse totale 14.8 kg. Matériau léger, souple et opaque. Conditionnement non conforme au protocole.",feuilles carton totale 14 8kg léger souple opaque conditionnement conforme protocole,0,Inconnu
"Déchets en verre identifiés sans localisation enregistrée. Poids 80.3 kg, volume 131.1 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés sans localisation enregistrée 80 3kg 131 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Feuilles et cartons collectés dans un site non renseigné. Masse totale 16.0 kg. Matériau léger, souple et opaque. Lot conforme aux standards de tri.",feuilles carton totale 16 0kg léger souple opaque conforme standard tri,0,Inconnu
"Déchet inclassifiable détecté en provenance de l'Usine A. Masse estimée 158.6 kg. Agent de tri recommande contrôle visuel supplémentaire. Volume surestimé, vérification recommandée.",inclassifiable détecté 158 6kg agent tri recommande contrôle visuel supplémentaire surestimé vérification recommandée,0,Inconnu
Déchets métalliques triés provenant de l'Usine A. Poids 85.9 kg. Conductivité mesurée : 0.903. Matériau dense et résistant. Odeur inhabituelle signalée par l'agent.,déchets métalliques triés provenant 85 9kg conductivité mesurée 0 903 dense résistant odeur inhabituelle signalée agent,0,Inconnu
"Verre recyclable dans un site non renseigné. Poids 143.0 kg, volume 299.2 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable 143 0kg 299 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Verre recyclable à l'Usine A. Poids non mesuré kg, volume 326.5 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable mesuré 326 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Ferraille ou métal collecté depuis l'Usine B. Masse 46.4 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal depuis 46 4kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Déchets plastiques divers depuis le Centre de Tri. Poids estimé 32.1 kg. Opacité semi-opaque, souplesse variable. Acheminement prioritaire demandé.",déchets plastique diver depuis centre tri 32 1kg opacité semi opaque souplesse variable acheminement prioritaire demandé,0,Inconnu
"Déchet plastique collecté en provenance de l'Usine A. Poids 19.0 kg, volume 42.3 L. Rigidité rigide, non conducteur. Surface légèrement translucide.",plastique 19 0kg 42 rigidité rigide conducteur surface légèrement translucide,0,Moyen
Lot de verre trié en provenance de l'Usine B. Masse 217.1 kg. Matériau lourd et extrêmement rigide. Aspect indéterminée. Conditionnement non conforme au protocole.,verre trié 217 1kg lourd extrêmement rigide aspect indéterminée conditionnement conforme protocole,0,Inconnu
"Lot métallique au Centre de Tri. Poids 67.8 kg, volume 116.0 L. Conducteur, très rigide. Aspect très opaque. Odeur inhabituelle signalée par l'agent.",métallique centre tri 67 8kg 116 conducteur très rigide aspect très opaque odeur inhabituelle signalée agent,0,Inconnu
"Déchets en verre identifiés en provenance de l'Usine B. Poids 254.4 kg, volume 554.1 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés 254 4kg 554 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Papier usagé en provenance de l'Usine B. Poids relevé : 21.7 kg. Faible rigidité, non conducteur. Poids anormalement élevé pour cette catégorie.",papier usagé relevé 21 7kg faible rigidité conducteur anormalement élevé cette catégorie,0,Inconnu
"Feuilles et cartons collectés à l'Usine A. Masse totale 21.8 kg. Matériau léger, souple et opaque. Poids anormalement élevé pour cette catégorie.",feuilles carton totale 21 8kg léger souple opaque anormalement élevé cette catégorie,0,Inconnu
Lot de verre trié au Centre de Tri. Masse 191.6 kg. Matériau lourd et de rigidité non mesurée. Aspect légèrement translucide. Lot conforme aux standards de tri.,verre trié centre tri 191 6kg lourd rigidité mesurée aspect légèrement translucide conforme standard tri,0,Moyen
"Plastique de tri sélectif en provenance de l'Usine B. Masse 31.4 kg. Matériau rigide, faible conductivité. Matériau mélangé à d'autres déchets.",plastique tri sélectif 31 4kg rigide faible conductivité mélangé autres déchets,0,Inconnu
"Déchets plastiques divers lors d'une collecte citoyenne. Poids estimé 29.3 kg. Opacité légèrement translucide, souplesse variable. Lot conforme aux standards de tri.",déchets plastique diver lors citoyenne 29 3kg opacité légèrement translucide souplesse variable conforme standard tri,0,Moyen
"Bris de verre ou contenants au centre de tri municipal. Masse 205.9 kg. Matériau dense, rigidité élevée, transparence partielle. État dégradé, recyclage partiel possible.",bris verre contenants centre tri municipal 205 9kg dense rigidité élevée transparence partielle état dégradé recyclage partiel possible,0,Moyen
"Verre recyclable issu de la collecte citoyenne. Poids 1642.1 kg, volume 356.2 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable citoyenne 1642 1kg 356 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Lot de papier récupéré à l'Usine A. Poids léger de 20.7 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré léger 20 7kg moyen souple conducteur aspect très opaque bon état général,0,Moyen
"Déchets plastiques divers lors d'une collecte citoyenne. Poids estimé 17.8 kg. Opacité semi-opaque, souplesse variable. Traces d'humidité détectées.",déchets plastique diver lors citoyenne 17 8kg opacité semi opaque souplesse variable trace humidité détectées,1,Inconnu
"Déchets en verre identifiés depuis le Centre de Tri. Poids 167.0 kg, volume 340.3 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés depuis centre tri 167 0kg 340 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Collecte de déchets papier à l'Usine B. Masse 4.6 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier 4 6kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Déchet plastique collecté à l'Usine B. Poids 22.2 kg, volume 58.3 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",plastique 22 2kg 58 rigidité semi rigide conducteur surface légèrement translucide,0,Moyen
"Métal de récupération depuis le Centre de Tri. Masse 62.0 kg. Forte conductivité (0.838), rigidité élevée. Bonne valeur marchande.",métal récupération depuis centre tri 62 0kg forte conductivité 0 838 rigidité élevée bonne valeur marchande,0,Inconnu
"Déchet de type papier identifié en provenance de l'Usine B. Volume estimé 3.2 L, poids 12.9 kg. Texture souple, très opaque.",papier identifié 3 12 9kg texture souple très opaque,0,Inconnu
"Plastique de tri sélectif via la collecte citoyenne. Masse 44.3 kg. Matériau semi-rigide, faible conductivité. Conditionnement non conforme au protocole.",plastique tri sélectif via citoyenne 44 3kg semi rigide faible conductivité conditionnement conforme protocole,0,Inconnu
"Déchet plastique collecté en provenance de l'Usine B. Poids 32.8 kg, volume 37.0 L. Rigidité rigide, non conducteur. Surface semi-opaque.",plastique 32 8kg 37 rigidité rigide conducteur surface semi opaque,0,Inconnu
"Lot de papier récupéré à l'Usine B. Poids léger de 14.0 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré léger 14 0kg petit souple conducteur aspect très opaque bon état général,0,Inconnu
Déchets métalliques triés issu de la collecte citoyenne. Poids 83.0 kg. Conductivité mesurée : 0.847. Matériau dense et résistant. Conditionnement non conforme au protocole.,déchets métalliques triés citoyenne 83 0kg conductivité mesurée 0 847 dense résistant conditionnement conforme protocole,0,Inconnu
"Papier usagé via la collecte citoyenne. Poids relevé : 10.0 kg. Faible rigidité, non conducteur. Conditionnement non conforme au protocole.",papier usagé via citoyenne relevé 10 0kg faible rigidité conducteur conditionnement conforme protocole,0,Inconnu
"Lot de déchets non identifiés sans localisation enregistrée. Masse 35.1 kg. Comportement physique atypique, classification incertaine. État dégradé, recyclage partiel possible.",déchets identifiés sans localisation enregistrée 35 1kg comportement physique atypique classification incertaine état dégradé recyclage partiel possible,0,Inconnu
"Déchet en verre collecté provenant de l'Usine A. Poids lourd : 147.1 kg, volume 305.2 L. Très rigide, non conducteur, aspect légèrement translucide.",verre provenant lourd 147 1kg 305 très rigide conducteur aspect légèrement translucide,0,Moyen
"Déchets en verre identifiés lors d'une collecte citoyenne. Poids 153.3 kg, volume 325.8 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés lors citoyenne 153 3kg 325 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Lot de papier récupéré lors d'une collecte citoyenne. Poids léger de 24.7 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré lors citoyenne léger 24 7kg petit souple conducteur aspect très opaque bon état général,0,Inconnu
"Déchet plastique collecté en provenance de l'Usine A. Poids 38.8 kg, volume 107.0 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",plastique 38 8kg 107 rigidité semi rigide conducteur surface semi opaque,0,Inconnu
Lot de verre trié depuis l'Usine B. Masse 158.8 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Étiquetage absent sur le conteneur.,verre trié depuis 158 8kg lourd extrêmement rigide aspect légèrement translucide étiquetage absent conteneur,0,Moyen
Déchet inclassifiable détecté lors d'une collecte citoyenne. Masse estimée 33.3 kg. Agent de tri recommande contrôle visuel supplémentaire. Conditionnement non conforme au protocole.,inclassifiable détecté lors citoyenne 33 3kg agent tri recommande contrôle visuel supplémentaire conditionnement conforme protocole,0,Inconnu
"Papier usagé depuis le Centre de Tri. Poids relevé : 9.5 kg. Faible rigidité, non conducteur. Acheminement prioritaire demandé.",papier usagé depuis centre tri relevé 9 5kg faible rigidité conducteur acheminement prioritaire demandé,0,Inconnu
"Bris de verre ou contenants lors d'une collecte citoyenne. Masse 205.5 kg. Matériau dense, rigidité élevée, transparence partielle. Traces d'humidité détectées.",bris verre contenants lors citoyenne 205 5kg dense rigidité élevée transparence partielle trace humidité détectées,1,Moyen
"Emballages plastiques récupérés sans localisation enregistrée. Masse 16.9 kg, volume 50.8 L. semi-rigide, non conducteur.",emballages plastique récupérés sans localisation enregistrée 16 9kg 50 semi rigide conducteur,0,Inconnu
"Bris de verre ou contenants à l'Usine A. Masse 174.1 kg. Matériau dense, rigidité élevée, transparence partielle. Lot conforme aux standards de tri.",bris verre contenants 174 1kg dense rigidité élevée transparence partielle conforme standard tri,0,Moyen
"Feuilles et cartons collectés depuis le Centre de Tri. Masse totale 18.6 kg. Matériau léger, souple et opaque. Étiquetage absent sur le conteneur.",feuilles carton depuis centre tri totale 18 6kg léger souple opaque étiquetage absent conteneur,0,Inconnu
"Déchets plastiques divers depuis l'Usine B. Poids estimé 41.4 kg. Opacité légèrement translucide, souplesse variable. Odeur inhabituelle signalée par l'agent.",déchets plastique diver depuis 41 4kg opacité légèrement translucide souplesse variable odeur inhabituelle signalée agent,0,Moyen
"Lot de verre trié dans un site non renseigné. Masse non mesuré kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Volume surestimé, vérification recommandée.",verre trié mesuré lourd extrêmement rigide aspect légèrement translucide surestimé vérification recommandée,0,Moyen
"Feuilles et cartons collectés depuis le Centre de Tri. Masse totale 12.9 kg. Matériau léger, souple et opaque. Légère contamination observée.",feuilles carton depuis centre tri totale 12 9kg léger souple opaque légère contamination observée,1,Inconnu
"Bris de verre ou contenants issu de la collecte citoyenne. Masse 125.4 kg. Matériau dense, rigidité élevée, transparence partielle. Poids anormalement élevé pour cette catégorie.",bris verre contenants citoyenne 125 4kg dense rigidité élevée transparence partielle anormalement élevé cette catégorie,0,Moyen
